metabolite name	formula	KEGG	CHEBI	MetaNetX	metaboliteLCSBID
phosphatidate (1-18:1, 2-16:1) [vacuolar membrane]	C37H67O8P	nan	CHEBI:75074	nan	None
diglyceride (1-18:1, 2-16:1) [vacuolar membrane]	C37H68O5	nan	CHEBI:89229	nan	None
phosphatidate (1-18:1, 2-18:1) [vacuolar membrane]	C39H71O8P	nan	CHEBI:83775	nan	None
diglyceride (1-18:1, 2-18:1) [vacuolar membrane]	C39H72O5	nan	CHEBI:52333	nan	None
phosphatidate (1-16:0, 2-16:1) [Golgi membrane]	C35H65O8P	nan	CHEBI:73998	nan	1468286576
H2O [Golgi membrane]	H2O	C00001	CHEBI:15377	MNXM2	1467879801
phosphate [Golgi membrane]	HO4P	C00009	CHEBI:43474	MNXM9	1467865636
diglyceride (1-16:0, 2-16:1) [Golgi membrane]	C35H66O5	nan	CHEBI:84394	nan	1468334898
phosphatidate (1-16:0, 2-18:1) [Golgi membrane]	C37H69O8P	C13889	CHEBI:64844	MNXM66476	1467986477
diglyceride (1-16:0, 2-18:1) [Golgi membrane]	C37H70O5	nan	CHEBI:88454	nan	None
phosphatidate (1-16:1, 2-16:1) [Golgi membrane]	C35H63O8P	nan	CHEBI:75071	nan	None
diglyceride (1-16:1, 2-16:1) [Golgi membrane]	C35H64O5	nan	CHEBI:84417	nan	None
phosphatidate (1-16:1, 2-18:1) [Golgi membrane]	C37H67O8P	nan	nan	nan	None
diglyceride (1-16:1, 2-18:1) [Golgi membrane]	C37H68O5	nan	CHEBI:88500	nan	None
phosphatidate (1-18:0, 2-16:1) [Golgi membrane]	C37H69O8P	nan	CHEBI:75073	nan	None
diglyceride (1-18:0, 2-16:1) [Golgi membrane]	C37H70O5	nan	CHEBI:88527	nan	None
phosphatidate (1-18:0, 2-18:1) [Golgi membrane]	C39H73O8P	nan	CHEBI:74847	nan	1468098218
diglyceride (1-18:0, 2-18:1) [Golgi membrane]	C39H74O5	nan	CHEBI:75468	nan	1468098522
phosphatidate (1-18:1, 2-16:1) [Golgi membrane]	C37H67O8P	nan	CHEBI:75074	nan	None
diglyceride (1-18:1, 2-16:1) [Golgi membrane]	C37H68O5	nan	CHEBI:89229	nan	None
phosphatidate (1-18:1, 2-18:1) [Golgi membrane]	C39H71O8P	nan	CHEBI:83775	nan	None
diglyceride (1-18:1, 2-18:1) [Golgi membrane]	C39H72O5	nan	CHEBI:52333	nan	None
triglyceride (1-16:0, 2-16:1, 3-16:0) [endoplasmic reticulum membrane]	C51H96O6	nan	CHEBI:85427	nan	1468341944
triglyceride (1-16:0, 2-18:1, 3-16:0) [endoplasmic reticulum membrane]	C53H100O6	nan	CHEBI:89759	nan	None
triglyceride (1-16:1, 2-16:1, 3-16:0) [endoplasmic reticulum membrane]	C51H94O6	nan	nan	nan	None
triglyceride (1-16:1, 2-18:1, 3-16:0) [endoplasmic reticulum membrane]	C53H98O6	nan	nan	nan	None
triglyceride (1-18:0, 2-16:1, 3-16:0) [endoplasmic reticulum membrane]	C53H100O6	nan	nan	nan	None
triglyceride (1-18:0, 2-18:1, 3-16:0) [endoplasmic reticulum membrane]	C55H104O6	nan	CHEBI:89755	nan	1468359766
triglyceride (1-18:1, 2-16:1, 3-16:0) [endoplasmic reticulum membrane]	C53H98O6	nan	nan	nan	None
triglyceride (1-18:1, 2-18:1, 3-16:0) [endoplasmic reticulum membrane]	C55H102O6	nan	CHEBI:88999	nan	None
triglyceride (1-16:0, 2-16:1, 3-16:1) [endoplasmic reticulum membrane]	C51H94O6	nan	CHEBI:89765	nan	None
triglyceride (1-16:0, 2-18:1, 3-16:1) [endoplasmic reticulum membrane]	C53H98O6	nan	nan	nan	None
triglyceride (1-16:1, 2-16:1, 3-16:1) [endoplasmic reticulum membrane]	C51H92O6	nan	CHEBI:75841	nan	1468298698
triglyceride (1-16:1, 2-18:1, 3-16:1) [endoplasmic reticulum membrane]	C53H96O6	nan	nan	nan	None
triglyceride (1-18:0, 2-16:1, 3-16:1) [endoplasmic reticulum membrane]	C53H98O6	nan	CHEBI:90053	nan	None
triglyceride (1-18:0, 2-18:1, 3-16:1) [endoplasmic reticulum membrane]	C55H102O6	nan	nan	nan	None
triglyceride (1-18:1, 2-16:1, 3-16:1) [endoplasmic reticulum membrane]	C53H96O6	nan	nan	nan	None
triglyceride (1-18:1, 2-18:1, 3-16:1) [endoplasmic reticulum membrane]	C55H100O6	nan	nan	nan	None
triglyceride (1-16:0, 2-16:1, 3-18:0) [endoplasmic reticulum membrane]	C53H100O6	nan	CHEBI:89763	nan	None
triglyceride (1-16:0, 2-18:1, 3-18:0) [endoplasmic reticulum membrane]	C55H104O6	nan	CHEBI:88998	nan	None
triglyceride (1-16:1, 2-16:1, 3-18:0) [endoplasmic reticulum membrane]	C53H98O6	nan	nan	nan	None
triglyceride (1-16:1, 2-18:1, 3-18:0) [endoplasmic reticulum membrane]	C55H102O6	nan	nan	nan	None
triglyceride (1-18:0, 2-16:1, 3-18:0) [endoplasmic reticulum membrane]	C55H104O6	nan	CHEBI:89958	nan	None
triglyceride (1-18:0, 2-18:1, 3-18:0) [endoplasmic reticulum membrane]	C57H108O6	nan	CHEBI:90305	nan	None
triglyceride (1-18:1, 2-16:1, 3-18:0) [endoplasmic reticulum membrane]	C55H102O6	nan	nan	nan	None
triglyceride (1-18:1, 2-18:1, 3-18:0) [endoplasmic reticulum membrane]	C57H106O6	nan	nan	nan	None
triglyceride (1-16:0, 2-16:1, 3-18:1) [endoplasmic reticulum membrane]	C53H98O6	nan	nan	nan	None
triglyceride (1-16:0, 2-18:1, 3-18:1) [endoplasmic reticulum membrane]	C55H102O6	nan	nan	nan	None
triglyceride (1-16:1, 2-16:1, 3-18:1) [endoplasmic reticulum membrane]	C53H96O6	nan	CHEBI:90051	nan	None
triglyceride (1-16:1, 2-18:1, 3-18:1) [endoplasmic reticulum membrane]	C55H100O6	nan	CHEBI:90048	nan	None
triglyceride (1-18:0, 2-16:1, 3-18:1) [endoplasmic reticulum membrane]	C55H102O6	nan	nan	nan	None
triglyceride (1-18:0, 2-18:1, 3-18:1) [endoplasmic reticulum membrane]	C57H106O6	nan	nan	nan	None
triglyceride (1-18:1, 2-16:1, 3-18:1) [endoplasmic reticulum membrane]	C55H100O6	nan	CHEBI:88984	nan	None
triglyceride (1-18:1, 2-18:1, 3-18:1) [endoplasmic reticulum membrane]	C57H104O6	nan	CHEBI:88970	nan	None
diglyceride (1-16:0, 2-16:1) [lipid particle]	C35H66O5	nan	CHEBI:84394	nan	1468334898
triglyceride (1-16:0, 2-16:1, 3-16:0) [lipid particle]	C51H96O6	nan	CHEBI:85427	nan	1468341944
diglyceride (1-16:0, 2-18:1) [lipid particle]	C37H70O5	nan	CHEBI:88454	nan	None
triglyceride (1-16:0, 2-18:1, 3-16:0) [lipid particle]	C53H100O6	nan	CHEBI:89759	nan	None
diglyceride (1-16:1, 2-16:1) [lipid particle]	C35H64O5	nan	CHEBI:84417	nan	None
triglyceride (1-16:1, 2-16:1, 3-16:0) [lipid particle]	C51H94O6	nan	nan	nan	None
diglyceride (1-16:1, 2-18:1) [lipid particle]	C37H68O5	nan	CHEBI:88500	nan	None
triglyceride (1-16:1, 2-18:1, 3-16:0) [lipid particle]	C53H98O6	nan	nan	nan	None
diglyceride (1-18:0, 2-16:1) [lipid particle]	C37H70O5	nan	CHEBI:88527	nan	None
triglyceride (1-18:0, 2-16:1, 3-16:0) [lipid particle]	C53H100O6	nan	nan	nan	None
diglyceride (1-18:0, 2-18:1) [lipid particle]	C39H74O5	nan	CHEBI:75468	nan	1468098522
triglyceride (1-18:0, 2-18:1, 3-16:0) [lipid particle]	C55H104O6	nan	CHEBI:89755	nan	1468359766
diglyceride (1-18:1, 2-16:1) [lipid particle]	C37H68O5	nan	CHEBI:89229	nan	None
triglyceride (1-18:1, 2-16:1, 3-16:0) [lipid particle]	C53H98O6	nan	nan	nan	None
diglyceride (1-18:1, 2-18:1) [lipid particle]	C39H72O5	nan	CHEBI:52333	nan	None
triglyceride (1-18:1, 2-18:1, 3-16:0) [lipid particle]	C55H102O6	nan	CHEBI:88999	nan	None
triglyceride (1-16:0, 2-16:1, 3-16:1) [lipid particle]	C51H94O6	nan	CHEBI:89765	nan	None
triglyceride (1-16:0, 2-18:1, 3-16:1) [lipid particle]	C53H98O6	nan	nan	nan	None
triglyceride (1-16:1, 2-16:1, 3-16:1) [lipid particle]	C51H92O6	nan	CHEBI:75841	nan	1468298698
triglyceride (1-16:1, 2-18:1, 3-16:1) [lipid particle]	C53H96O6	nan	nan	nan	None
triglyceride (1-18:0, 2-16:1, 3-16:1) [lipid particle]	C53H98O6	nan	CHEBI:90053	nan	None
triglyceride (1-18:0, 2-18:1, 3-16:1) [lipid particle]	C55H102O6	nan	nan	nan	None
triglyceride (1-18:1, 2-16:1, 3-16:1) [lipid particle]	C53H96O6	nan	nan	nan	None
triglyceride (1-18:1, 2-18:1, 3-16:1) [lipid particle]	C55H100O6	nan	nan	nan	None
triglyceride (1-16:0, 2-16:1, 3-18:0) [lipid particle]	C53H100O6	nan	CHEBI:89763	nan	None
triglyceride (1-16:0, 2-18:1, 3-18:0) [lipid particle]	C55H104O6	nan	CHEBI:88998	nan	None
triglyceride (1-16:1, 2-16:1, 3-18:0) [lipid particle]	C53H98O6	nan	nan	nan	None
triglyceride (1-16:1, 2-18:1, 3-18:0) [lipid particle]	C55H102O6	nan	nan	nan	None
triglyceride (1-18:0, 2-16:1, 3-18:0) [lipid particle]	C55H104O6	nan	CHEBI:89958	nan	None
triglyceride (1-18:0, 2-18:1, 3-18:0) [lipid particle]	C57H108O6	nan	CHEBI:90305	nan	None
triglyceride (1-18:1, 2-16:1, 3-18:0) [lipid particle]	C55H102O6	nan	nan	nan	None
triglyceride (1-18:1, 2-18:1, 3-18:0) [lipid particle]	C57H106O6	nan	nan	nan	None
triglyceride (1-16:0, 2-16:1, 3-18:1) [lipid particle]	C53H98O6	nan	nan	nan	None
triglyceride (1-16:0, 2-18:1, 3-18:1) [lipid particle]	C55H102O6	nan	nan	nan	None
triglyceride (1-16:1, 2-16:1, 3-18:1) [lipid particle]	C53H96O6	nan	CHEBI:90051	nan	None
triglyceride (1-16:1, 2-18:1, 3-18:1) [lipid particle]	C55H100O6	nan	CHEBI:90048	nan	None
triglyceride (1-18:0, 2-16:1, 3-18:1) [lipid particle]	C55H102O6	nan	nan	nan	None
triglyceride (1-18:0, 2-18:1, 3-18:1) [lipid particle]	C57H106O6	nan	nan	nan	None
triglyceride (1-18:1, 2-16:1, 3-18:1) [lipid particle]	C55H100O6	nan	CHEBI:88984	nan	None
triglyceride (1-18:1, 2-18:1, 3-18:1) [lipid particle]	C57H104O6	nan	CHEBI:88970	nan	None
CTP [endoplasmic reticulum membrane]	C9H13N3O14P3	C00063	CHEBI:37563	MNXM63	1467866360
CDP-diacylglycerol (1-16:0, 2-16:1) [endoplasmic reticulum membrane]	C44H77N3O15P2	nan	nan	nan	None
CDP-diacylglycerol (1-16:1, 2-16:1) [endoplasmic reticulum membrane]	C44H75N3O15P2	nan	CHEBI:104012	nan	1468368106
CDP-diacylglycerol (1-18:0, 2-16:1) [endoplasmic reticulum membrane]	C46H81N3O15P2	nan	nan	nan	None
CDP-diacylglycerol (1-18:1, 2-16:1) [endoplasmic reticulum membrane]	C46H79N3O15P2	nan	nan	nan	None
CDP-diacylglycerol (1-16:0, 2-18:1) [endoplasmic reticulum membrane]	C46H81N3O15P2	C13892	CHEBI:34077	MNXM32787	1467986510
CDP-diacylglycerol (1-16:1, 2-18:1) [endoplasmic reticulum membrane]	C46H79N3O15P2	nan	nan	nan	None
CDP-diacylglycerol (1-18:0, 2-18:1) [endoplasmic reticulum membrane]	C48H85N3O15P2	nan	CHEBI:85841	nan	None
CDP-diacylglycerol (1-18:1, 2-18:1) [endoplasmic reticulum membrane]	C48H83N3O15P2	nan	CHEBI:104362	nan	None
phosphatidate (1-16:0, 2-16:1) [mitochondrial membrane]	C35H65O8P	nan	CHEBI:73998	nan	1468286576
CTP [mitochondrial membrane]	C9H13N3O14P3	C00063	CHEBI:37563	MNXM63	1467866360
H+ [mitochondrial membrane]	H	C00080	CHEBI:24636	MNXM1	1469442031
diphosphate [mitochondrial membrane]	HO7P2	C00013	CHEBI:33019	MNXM11	1467865687
CDP-diacylglycerol (1-16:0, 2-16:1) [mitochondrial membrane]	C44H77N3O15P2	nan	nan	nan	None
phosphatidate (1-16:1, 2-16:1) [mitochondrial membrane]	C35H63O8P	nan	CHEBI:75071	nan	None
CDP-diacylglycerol (1-16:1, 2-16:1) [mitochondrial membrane]	C44H75N3O15P2	nan	CHEBI:104012	nan	1468368106
phosphatidate (1-18:0, 2-16:1) [mitochondrial membrane]	C37H69O8P	nan	CHEBI:75073	nan	None
CDP-diacylglycerol (1-18:0, 2-16:1) [mitochondrial membrane]	C46H81N3O15P2	nan	nan	nan	None
phosphatidate (1-18:1, 2-16:1) [mitochondrial membrane]	C37H67O8P	nan	CHEBI:75074	nan	None
CDP-diacylglycerol (1-18:1, 2-16:1) [mitochondrial membrane]	C46H79N3O15P2	nan	nan	nan	None
phosphatidate (1-16:0, 2-18:1) [mitochondrial membrane]	C37H69O8P	C13889	CHEBI:64844	MNXM66476	1467986477
CDP-diacylglycerol (1-16:0, 2-18:1) [mitochondrial membrane]	C46H81N3O15P2	C13892	CHEBI:34077	MNXM32787	1467986510
phosphatidate (1-16:1, 2-18:1) [mitochondrial membrane]	C37H67O8P	nan	nan	nan	None
CDP-diacylglycerol (1-16:1, 2-18:1) [mitochondrial membrane]	C46H79N3O15P2	nan	nan	nan	None
L-serine [endoplasmic reticulum membrane]	C3H7NO3	C00065	CHEBI:17115	MNXM53	1467866388
CMP [endoplasmic reticulum membrane]	C9H12N3O8P	C00055	CHEBI:60377	MNXM31	1467866276
phosphatidyl-L-serine (1-16:0, 2-16:1) [endoplasmic reticulum membrane]	C38H71NO10P	nan	CHEBI:89824	nan	None
phosphatidyl-L-serine (1-16:1, 2-16:1) [endoplasmic reticulum membrane]	C38H69NO10P	nan	nan	nan	None
phosphatidyl-L-serine (1-18:0, 2-16:1) [endoplasmic reticulum membrane]	C40H75NO10P	nan	CHEBI:90036	nan	None
phosphatidyl-L-serine (1-18:1, 2-16:1) [endoplasmic reticulum membrane]	C40H73NO10P	nan	CHEBI:75101	nan	None
phosphatidyl-L-serine (1-16:0, 2-18:1) [endoplasmic reticulum membrane]	C40H75NO10P	nan	CHEBI:134541	nan	None
phosphatidyl-L-serine (1-16:1, 2-18:1) [endoplasmic reticulum membrane]	C40H73NO10P	nan	CHEBI:90032	nan	None
phosphatidyl-L-serine (1-18:0, 2-18:1) [endoplasmic reticulum membrane]	C42H79NO10P	nan	CHEBI:90433	nan	None
phosphatidyl-L-serine (1-18:1, 2-18:1) [endoplasmic reticulum membrane]	C42H77NO10P	nan	CHEBI:60568	nan	1468212541
myo-inositol [endoplasmic reticulum membrane]	C6H12O6	C00137	CHEBI:17268	MNXM127	1467867385
1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1) [endoplasmic reticulum membrane]	C41H76O13P	nan	CHEBI:88396	nan	None
1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1) [endoplasmic reticulum membrane]	C41H74O13P	nan	nan	nan	None
1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1) [endoplasmic reticulum membrane]	C43H80O13P	nan	CHEBI:88557	nan	None
1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1) [endoplasmic reticulum membrane]	C43H78O13P	nan	CHEBI:88626	nan	None
1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) [endoplasmic reticulum membrane]	C43H80O13P	C13888	CHEBI:73215	nan	1467986467
1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1) [endoplasmic reticulum membrane]	C43H78O13P	nan	CHEBI:88562	nan	None
1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) [endoplasmic reticulum membrane]	C45H84O13P	nan	CHEBI:77346	nan	None
1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1) [endoplasmic reticulum membrane]	C45H82O13P	nan	CHEBI:88612	nan	None
sn-2-acyl-1-lysophosphatidylinositol (16:1) [endoplasmic reticulum membrane]	C25H46O12P	nan	nan	nan	None
sn-2-acyl-1-lysophosphatidylinositol (18:1) [endoplasmic reticulum membrane]	C27H50O12P	nan	nan	nan	None
phosphatidyl-L-serine (1-16:0, 2-16:1) [mitochondrial membrane]	C38H71NO10P	nan	CHEBI:89824	nan	None
carbon dioxide [mitochondrial membrane]	CO2	C00011	CHEBI:16526	MNXM13	1467865667
phosphatidylethanolamine (1-16:0, 2-16:1) [mitochondrial membrane]	C37H72NO8P	nan	CHEBI:136147	nan	None
phosphatidyl-L-serine (1-16:1, 2-16:1) [mitochondrial membrane]	C38H69NO10P	nan	nan	nan	None
phosphatidylethanolamine (1-16:1, 2-16:1) [mitochondrial membrane]	C37H70NO8P	nan	CHEBI:138792	nan	None
phosphatidyl-L-serine (1-18:0, 2-16:1) [mitochondrial membrane]	C40H75NO10P	nan	CHEBI:90036	nan	None
phosphatidylethanolamine (1-18:0, 2-16:1) [mitochondrial membrane]	C39H76NO8P	nan	CHEBI:136155	nan	None
phosphatidyl-L-serine (1-18:1, 2-16:1) [mitochondrial membrane]	C40H73NO10P	nan	CHEBI:75101	nan	None
phosphatidylethanolamine (1-18:1, 2-16:1) [mitochondrial membrane]	C39H74NO8P	nan	CHEBI:82837	nan	None
phosphatidyl-L-serine (1-16:0, 2-18:1) [mitochondrial membrane]	C40H75NO10P	nan	CHEBI:134541	nan	None
phosphatidylethanolamine (1-16:0, 2-18:1) [mitochondrial membrane]	C39H76NO8P	nan	CHEBI:136148	nan	None
phosphatidyl-L-serine (1-16:1, 2-18:1) [mitochondrial membrane]	C40H73NO10P	nan	CHEBI:90032	nan	None
phosphatidylethanolamine (1-16:1, 2-18:1) [mitochondrial membrane]	C39H74NO8P	nan	CHEBI:90464	nan	None
phosphatidyl-L-serine (1-18:0, 2-18:1) [mitochondrial membrane]	C42H79NO10P	nan	CHEBI:90433	nan	None
phosphatidylethanolamine (1-18:0, 2-18:1) [mitochondrial membrane]	C41H80NO8P	nan	CHEBI:136162	nan	None
phosphatidyl-L-serine (1-18:1, 2-18:1) [mitochondrial membrane]	C42H77NO10P	nan	CHEBI:60568	nan	1468212541
phosphatidylethanolamine (1-18:1, 2-18:1) [mitochondrial membrane]	C41H78NO8P	nan	CHEBI:136170	nan	None
phosphatidyl-L-serine (1-16:0, 2-16:1) [Golgi membrane]	C38H71NO10P	nan	CHEBI:89824	nan	None
H+ [Golgi membrane]	H	C00080	CHEBI:24636	MNXM1	1469442031
carbon dioxide [Golgi membrane]	CO2	C00011	CHEBI:16526	MNXM13	1467865667
phosphatidylethanolamine (1-16:0, 2-16:1) [Golgi membrane]	C37H72NO8P	nan	CHEBI:136147	nan	None
phosphatidyl-L-serine (1-16:1, 2-16:1) [Golgi membrane]	C38H69NO10P	nan	nan	nan	None
phosphatidylethanolamine (1-16:1, 2-16:1) [Golgi membrane]	C37H70NO8P	nan	CHEBI:138792	nan	None
phosphatidyl-L-serine (1-18:0, 2-16:1) [Golgi membrane]	C40H75NO10P	nan	CHEBI:90036	nan	None
phosphatidylethanolamine (1-18:0, 2-16:1) [Golgi membrane]	C39H76NO8P	nan	CHEBI:136155	nan	None
phosphatidyl-L-serine (1-18:1, 2-16:1) [Golgi membrane]	C40H73NO10P	nan	CHEBI:75101	nan	None
phosphatidylethanolamine (1-18:1, 2-16:1) [Golgi membrane]	C39H74NO8P	nan	CHEBI:82837	nan	None
phosphatidyl-L-serine (1-16:0, 2-18:1) [Golgi membrane]	C40H75NO10P	nan	CHEBI:134541	nan	None
phosphatidylethanolamine (1-16:0, 2-18:1) [Golgi membrane]	C39H76NO8P	nan	CHEBI:136148	nan	None
phosphatidyl-L-serine (1-16:1, 2-18:1) [Golgi membrane]	C40H73NO10P	nan	CHEBI:90032	nan	None
phosphatidylethanolamine (1-16:1, 2-18:1) [Golgi membrane]	C39H74NO8P	nan	CHEBI:90464	nan	None
phosphatidyl-L-serine (1-18:0, 2-18:1) [Golgi membrane]	C42H79NO10P	nan	CHEBI:90433	nan	None
phosphatidylethanolamine (1-18:0, 2-18:1) [Golgi membrane]	C41H80NO8P	nan	CHEBI:136162	nan	None
phosphatidyl-L-serine (1-18:1, 2-18:1) [Golgi membrane]	C42H77NO10P	nan	CHEBI:60568	nan	1468212541
phosphatidylethanolamine (1-18:1, 2-18:1) [Golgi membrane]	C41H78NO8P	nan	CHEBI:136170	nan	None
phosphatidyl-L-serine (1-16:0, 2-16:1) [vacuolar membrane]	C38H71NO10P	nan	CHEBI:89824	nan	None
H+ [vacuolar membrane]	H	C00080	CHEBI:24636	MNXM1	1469442031
carbon dioxide [vacuolar membrane]	CO2	C00011	CHEBI:16526	MNXM13	1467865667
phosphatidylethanolamine (1-16:0, 2-16:1) [vacuolar membrane]	C37H72NO8P	nan	CHEBI:136147	nan	None
phosphatidyl-L-serine (1-16:1, 2-16:1) [vacuolar membrane]	C38H69NO10P	nan	nan	nan	None
phosphatidylethanolamine (1-16:1, 2-16:1) [vacuolar membrane]	C37H70NO8P	nan	CHEBI:138792	nan	None
phosphatidyl-L-serine (1-18:0, 2-16:1) [vacuolar membrane]	C40H75NO10P	nan	CHEBI:90036	nan	None
phosphatidylethanolamine (1-18:0, 2-16:1) [vacuolar membrane]	C39H76NO8P	nan	CHEBI:136155	nan	None
phosphatidyl-L-serine (1-18:1, 2-16:1) [vacuolar membrane]	C40H73NO10P	nan	CHEBI:75101	nan	None
phosphatidylethanolamine (1-18:1, 2-16:1) [vacuolar membrane]	C39H74NO8P	nan	CHEBI:82837	nan	None
phosphatidyl-L-serine (1-16:0, 2-18:1) [vacuolar membrane]	C40H75NO10P	nan	CHEBI:134541	nan	None
phosphatidylethanolamine (1-16:0, 2-18:1) [vacuolar membrane]	C39H76NO8P	nan	CHEBI:136148	nan	None
phosphatidyl-L-serine (1-16:1, 2-18:1) [vacuolar membrane]	C40H73NO10P	nan	CHEBI:90032	nan	None
phosphatidylethanolamine (1-16:1, 2-18:1) [vacuolar membrane]	C39H74NO8P	nan	CHEBI:90464	nan	None
phosphatidyl-L-serine (1-18:0, 2-18:1) [vacuolar membrane]	C42H79NO10P	nan	CHEBI:90433	nan	None
phosphatidylethanolamine (1-18:0, 2-18:1) [vacuolar membrane]	C41H80NO8P	nan	CHEBI:136162	nan	None
phosphatidyl-L-serine (1-18:1, 2-18:1) [vacuolar membrane]	C42H77NO10P	nan	CHEBI:60568	nan	1468212541
phosphatidylethanolamine (1-18:1, 2-18:1) [vacuolar membrane]	C41H78NO8P	nan	CHEBI:136170	nan	None
phosphatidylethanolamine (1-16:0, 2-16:1) [endoplasmic reticulum membrane]	C37H72NO8P	nan	CHEBI:136147	nan	None
S-adenosyl-L-methionine [endoplasmic reticulum membrane]	C15H24N6O5S	C00019	CHEBI:15414	MNXM16	382536806
S-adenosyl-L-homocysteine [endoplasmic reticulum membrane]	C14H21N6O5S	C00021	CHEBI:16680	MNXM19	1467865798
phosphatidyl-N-methylethanolamine (1-16:0, 2-16:1) [endoplasmic reticulum membrane]	C38H74NO8P	nan	nan	nan	None
phosphatidylethanolamine (1-16:1, 2-16:1) [endoplasmic reticulum membrane]	C37H70NO8P	nan	CHEBI:138792	nan	None
phosphatidyl-N-methylethanolamine (1-16:1, 2-16:1) [endoplasmic reticulum membrane]	C38H72NO8P	nan	nan	nan	None
phosphatidylethanolamine (1-18:0, 2-16:1) [endoplasmic reticulum membrane]	C39H76NO8P	nan	CHEBI:136155	nan	None
phosphatidyl-N-methylethanolamine (1-18:0, 2-16:1) [endoplasmic reticulum membrane]	C40H78NO8P	nan	nan	nan	None
phosphatidylethanolamine (1-18:1, 2-16:1) [endoplasmic reticulum membrane]	C39H74NO8P	nan	CHEBI:82837	nan	None
phosphatidyl-N-methylethanolamine (1-18:1, 2-16:1) [endoplasmic reticulum membrane]	C40H76NO8P	nan	nan	nan	None
phosphatidylethanolamine (1-16:0, 2-18:1) [endoplasmic reticulum membrane]	C39H76NO8P	nan	CHEBI:136148	nan	None
phosphatidyl-N-methylethanolamine (1-16:0, 2-18:1) [endoplasmic reticulum membrane]	C40H78NO8P	nan	nan	nan	None
phosphatidylethanolamine (1-16:1, 2-18:1) [endoplasmic reticulum membrane]	C39H74NO8P	nan	CHEBI:90464	nan	None
phosphatidyl-N-methylethanolamine (1-16:1, 2-18:1) [endoplasmic reticulum membrane]	C40H76NO8P	nan	nan	nan	None
phosphatidylethanolamine (1-18:0, 2-18:1) [endoplasmic reticulum membrane]	C41H80NO8P	nan	CHEBI:136162	nan	None
phosphatidyl-N-methylethanolamine (1-18:0, 2-18:1) [endoplasmic reticulum membrane]	C42H82NO8P	nan	nan	nan	None
phosphatidylethanolamine (1-18:1, 2-18:1) [endoplasmic reticulum membrane]	C41H78NO8P	nan	CHEBI:136170	nan	None
phosphatidyl-N-methylethanolamine (1-18:1, 2-18:1) [endoplasmic reticulum membrane]	C42H80NO8P	nan	CHEBI:85962	nan	None
phosphatidyl-N,N-dimethylethanolamine (1-16:0, 2-16:1) [endoplasmic reticulum membrane]	C39H76NO8P	nan	nan	nan	None
phosphatidyl-N,N-dimethylethanolamine (1-16:1, 2-16:1) [endoplasmic reticulum membrane]	C39H74NO8P	nan	nan	nan	None
phosphatidyl-N,N-dimethylethanolamine (1-18:0, 2-16:1) [endoplasmic reticulum membrane]	C41H80NO8P	nan	nan	nan	None
phosphatidyl-N,N-dimethylethanolamine (1-18:1, 2-16:1) [endoplasmic reticulum membrane]	C41H78NO8P	nan	nan	nan	None
phosphatidyl-N,N-dimethylethanolamine (1-16:0, 2-18:1) [endoplasmic reticulum membrane]	C41H80NO8P	nan	nan	nan	None
phosphatidyl-N,N-dimethylethanolamine (1-16:1, 2-18:1) [endoplasmic reticulum membrane]	C41H78NO8P	nan	nan	nan	None
phosphatidyl-N,N-dimethylethanolamine (1-18:0, 2-18:1) [endoplasmic reticulum membrane]	C43H84NO8P	nan	nan	nan	None
phosphatidyl-N,N-dimethylethanolamine (1-18:1, 2-18:1) [endoplasmic reticulum membrane]	C43H82NO8P	nan	CHEBI:85963	nan	None
phosphatidylcholine (1-16:0, 2-16:1) [endoplasmic reticulum membrane]	C40H78NO8P	nan	CHEBI:134592	nan	None
phosphatidylcholine (1-16:1, 2-16:1) [endoplasmic reticulum membrane]	C40H76NO8P	nan	CHEBI:134637	nan	None
phosphatidylcholine (1-18:0, 2-16:1) [endoplasmic reticulum membrane]	C42H82NO8P	nan	CHEBI:86097	nan	1468346691
phosphatidylcholine (1-18:1, 2-16:1) [endoplasmic reticulum membrane]	C42H80NO8P	nan	CHEBI:86100	nan	1468346715
phosphatidylcholine (1-16:0, 2-18:1) [endoplasmic reticulum membrane]	C42H82NO8P	nan	CHEBI:134594	nan	None
phosphatidylcholine (1-16:1, 2-18:1) [endoplasmic reticulum membrane]	C42H80NO8P	nan	CHEBI:84811	nan	1468337716
phosphatidylcholine (1-18:0, 2-18:1) [endoplasmic reticulum membrane]	C44H86NO8P	nan	CHEBI:75034	nan	1468098297
phosphatidylcholine (1-18:1, 2-18:1) [endoplasmic reticulum membrane]	C44H84NO8P	nan	CHEBI:74669	nan	None
CDP [endoplasmic reticulum membrane]	C9H13N3O11P2	C00112	CHEBI:58069	MNXM220	1467867043
CDP-ethanolamine [endoplasmic reticulum membrane]	C11H19N4O11P2	C00570	CHEBI:57876	MNXM449	1467872423
CDP-choline [endoplasmic reticulum membrane]	C14H25N4O11P2	C00307	CHEBI:16436	MNXM283	1467869473
